fighter_name,fighter_url,height,weight,reach,stance,dob,record,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Westin Wilson,http://ufcstats.com/fighter-details/7b3503352cd53abb,"6' 1""",145 lbs.,"73""",Southpaw,"Jan 24, 1989",17-10-0,1.57,31%,6.71,,1.57,16%,33%,7.9
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",16-3-1,4.25,55%,3.65,,1.49,26%,69%,0.0
Jose Delgado,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,"5' 11""",145 lbs.,"74""",Switch,"Apr 21, 1998",10-1-0,7.13,49%,3.67,,4.58,60%,71%,0.0
Nick Klein,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995",6-3-0,2.51,56%,3.41,,5.79,35%,66%,1.9
Carlos Prates,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",22-7-0,3.82,54%,4.80,,0.23,100%,84%,0.0
Azat Maksum,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"5' 7""",125 lbs.,"70""",Southpaw,"Feb 02, 1995",15-2-0,3.24,28%,5.00,,2.33,28%,85%,0.3
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",17-7-0,5.78,56%,2.58,,3.59,40%,77%,2.2
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee,"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991",18-7-0,4.73,49%,3.78,,0.56,20%,66%,0.4
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",19-10-0,3.64,45%,3.56,,0.89,25%,56%,0.2
Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",14-0-0,2.10,54%,2.59,,6.01,38%,66%,0.3
Mateusz Rebecki,http://ufcstats.com/fighter-details/849c5d9979df5357,"5' 7""",155 lbs.,"66""",Southpaw,"Nov 03, 1992",20-3-0,5.29,46%,4.53,,3.46,65%,50%,0.6
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",30-14-0,3.45,46%,2.47,,2.15,39%,55%,0.2
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",25-12-0 (1 NC),4.46,40%,3.24,,0.56,30%,83%,0.0
Jacobe Smith,http://ufcstats.com/fighter-details/85497ffd934ecf7e,"5' 10""",170 lbs.,"72""",Southpaw,"Jan 17, 1996",11-0-0,6.21,66%,2.86,,7.42,90%,100%,0.8
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",14-6-0,5.33,46%,4.89,,0.55,45%,80%,0.2
Xiao Long,http://ufcstats.com/fighter-details/86bace9e4ad85542,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 13, 1998",27-10-0,5.25,46%,4.20,,0.69,25%,79%,0.0
Jose Ochoa,http://ufcstats.com/fighter-details/88be62d6c1e6dadb,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",8-2-0 (1 NC),3.01,37%,2.33,,0.43,50%,59%,1.3
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",20-5-0,7.20,49%,5.40,,0.51,50%,64%,0.1
Zhang Mingyang,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 16, 1998",19-7-0,7.71,60%,5.33,,0.00,0%,75%,0.0
Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",25-10-1,4.16,41%,3.56,,0.79,20%,67%,0.4
Ketlen Souza,http://ufcstats.com/fighter-details/8bd4200561c77a62,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",15-6-0,4.56,57%,4.40,,0.30,14%,50%,0.3
Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199,"6' 0""",155 lbs.,"71""",Orthodox,"Dec 01, 1999",10-5-0,3.96,31%,5.96,,0.00,0%,47%,0.0
Muhammad Naimov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",13-3-0,2.61,40%,3.45,,1.69,36%,67%,0.2
Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",22-3-0,2.16,54%,1.75,,4.66,43%,50%,1.5
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",14-5-0,4.51,49%,4.03,,2.96,41%,81%,0.9
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",17-10-0 (1 NC),5.70,47%,5.63,,0.37,28%,68%,0.1
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",16-2-0,4.39,53%,4.49,,0.15,20%,93%,0.1
Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",25-12-0 (1 NC),3.87,37%,4.23,,2.22,45%,71%,0.2
Felipe Lima,http://ufcstats.com/fighter-details/9256f591b30c073e,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",14-2-0,2.86,45%,2.91,,2.18,27%,85%,0.7
Eric McConico,http://ufcstats.com/fighter-details/9508cc6184cb2450,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990",10-3-1,1.51,36%,2.48,,0.00,0%,57%,0.0
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999",16-4-1,4.51,49%,2.98,,2.49,33%,55%,2.1
Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,"6' 0""",145 lbs.,"75""",Southpaw,"May 22, 1992",18-5-0,5.18,48%,2.20,,0.90,40%,88%,0.5
Patricio Freire,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 07, 1987",37-8-0,2.68,43%,4.23,,1.49,33%,88%,0.6
Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993",19-5-0,2.73,38%,2.89,,2.37,47%,11%,1.9
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",14-4-0,4.74,50%,5.08,,1.02,42%,87%,0.0
Klaudia Sygula,http://ufcstats.com/fighter-details/9f5e3c20ce40b344,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",7-2-0,5.30,53%,4.73,,0.70,20%,33%,0.0
Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",10-5-0,4.59,46%,4.54,,1.83,25%,50%,0.0
Alexandre Pantoja,http://ufcstats.com/fighter-details/a0f0004aadf10b71,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",30-5-0,4.36,50%,3.88,,2.80,47%,69%,1.0
Rongzhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 07, 2000",27-6-0,6.02,51%,5.44,,1.35,62%,84%,0.1
Nathan Fletcher,http://ufcstats.com/fighter-details/a2d342ffc83913ed,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",9-3-0,3.41,59%,2.16,,3.37,38%,50%,0.7
SuYoung You,http://ufcstats.com/fighter-details/a474aade8eb3a8f0,"5' 6""",135 lbs.,"65""",Orthodox,"Dec 11, 1995",16-3-0 (2 NC),2.28,46%,1.96,,3.80,47%,66%,0.4
Michael Page,http://ufcstats.com/fighter-details/a67d071163962af8,"6' 3""",185 lbs.,"79""",Switch,"Apr 07, 1987",24-3-0,2.39,60%,1.68,,0.23,16%,66%,0.0
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",23-11-0,3.19,39%,4.14,,1.30,34%,52%,1.8
Gabriella Fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",11-3-0,3.56,48%,5.19,,0.44,18%,68%,0.2
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",11-10-2,2.74,38%,4.45,,0.78,20%,54%,1.4
Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",22-7-0,3.44,43%,2.63,,1.51,42%,67%,0.6
Christian Leroy Duncan,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995",12-2-0,4.83,59%,2.94,,0.22,11%,71%,0.0
Alvin Hines,http://ufcstats.com/fighter-details/ab2a4b5e04dc5fe9,"6' 2""",265 lbs.,"74""",Orthodox,"Oct 20, 1991",7-1-0,5.47,31%,7.47,,1.00,10%,0%,0.0
Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002",18-6-0,3.22,45%,2.80,,2.28,55%,68%,0.1
Tofiq Musayev,http://ufcstats.com/fighter-details/ae81a3ac7b260411,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989",22-6-0,0.44,33%,0.44,,0.00,0%,40%,0.0
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",20-12-0,3.76,47%,3.70,,1.28,40%,70%,0.3
Gilbert Urbina,http://ufcstats.com/fighter-details/b12fb759e02378de,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",7-5-0,5.57,56%,4.62,,2.86,44%,0%,0.7
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",13-7-0,4.11,44%,7.23,,0.15,33%,67%,0.0
Gauge Young,http://ufcstats.com/fighter-details/b2a78df161bd67f9,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 14, 2000",10-3-0,5.71,51%,5.82,,1.00,30%,71%,0.0
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",20-7-1,4.17,48%,3.57,,1.67,41%,62%,0.5
HyunSung Park,http://ufcstats.com/fighter-details/b671bdf981ad527d,"5' 7""",125 lbs.,"66""",Orthodox,"Nov 04, 1995",10-1-0,3.66,46%,2.94,,1.59,33%,50%,2.4
Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",16-7-0,5.05,51%,5.48,,0.54,45%,87%,0.1
Lone'er Kavanagh,http://ufcstats.com/fighter-details/bb2c3c3a466224af,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 09, 1999",9-1-0,4.29,49%,3.69,,1.79,50%,88%,0.4
Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",7-2-0,3.71,50%,4.39,,2.03,42%,85%,0.0
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987",13-7-0 (1 NC),2.74,50%,2.23,,1.52,28%,33%,0.0
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e,"5' 4""",115 lbs.,"66""",Orthodox,"Aug 26, 1993",13-7-0,4.26,39%,3.29,,2.05,52%,82%,0.6
Myktybek Orolbai,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 10, 1998",14-2-1,3.11,48%,3.08,,5.82,45%,40%,0.7
Marcus McGhee,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",10-2-0,5.50,45%,3.64,,0.31,14%,90%,0.3
Junior Tafa,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",6-4-0,3.19,51%,2.49,,0.00,0%,69%,0.0
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",22-9-0 (1 NC),4.06,55%,3.09,,0.42,60%,57%,0.8
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",25-11-0 (1 NC),4.72,62%,2.64,,0.00,0%,73%,0.2
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",13-4-0,4.77,52%,4.77,,0.89,72%,90%,0.0
Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",22-13-1,3.37,44%,2.65,,3.71,47%,59%,1.1
Eryk Anders,http://ufcstats.com/fighter-details/cad24459b28592ca,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",17-9-0 (1 NC),3.51,48%,4.09,,1.75,24%,80%,0.1
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",25-5-0,4.45,52%,2.21,,2.45,30%,44%,0.6
Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992",17-6-0,5.54,51%,5.04,,2.21,38%,90%,0.3
Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",10-0-0,4.56,58%,2.88,,2.98,28%,100%,1.5
Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995",12-3-0,4.18,36%,5.19,,2.69,37%,78%,0.1
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",17-10-0,3.97,42%,4.10,,1.63,28%,68%,0.1
Kai Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993",21-6-0,2.27,32%,3.53,,0.00,0%,50%,0.0
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",29-12-0 (1 NC),2.51,50%,2.49,,0.56,26%,52%,0.0
Austin Bashi,http://ufcstats.com/fighter-details/d3f89fa685bd8420,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",14-1-0,1.75,47%,2.34,,7.81,41%,62%,1.7
Reinier de Ridder,http://ufcstats.com/fighter-details/d549cefc7c54ab78,"6' 4""",185 lbs.,"78""",Southpaw,"Sep 07, 1990",21-2-0,2.95,52%,2.44,,2.86,27%,66%,0.6
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",19-5-0,5.12,54%,4.14,,1.58,48%,85%,0.1
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",16-4-0 (1 NC),3.25,53%,2.93,,2.11,25%,82%,1.9
Rinya Nakamura,http://ufcstats.com/fighter-details/d8c811df0386d5e8,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",10-1-0,3.27,52%,1.72,,2.58,81%,100%,1.4
Niko Price,http://ufcstats.com/fighter-details/d8da10db80131bec,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",16-9-0 (2 NC),5.13,43%,5.55,,0.98,28%,50%,0.6
Danny Silva,http://ufcstats.com/fighter-details/d964a59c48381cb6,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",10-2-0,6.67,55%,7.47,,2.00,33%,81%,0.2
Bryce Mitchell,http://ufcstats.com/fighter-details/d9c6f19f958643e9,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994",18-4-0,2.27,59%,1.60,,3.24,36%,33%,1.2
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",17-8-1,4.33,45%,4.19,,1.48,33%,71%,1.5
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",12-4-0,3.85,39%,4.27,,0.56,14%,66%,0.0
Eduarda Moura,http://ufcstats.com/fighter-details/de594b35c45c2e9a,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",12-1-0,3.04,37%,2.47,,3.73,37%,80%,0.3
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",16-5-0 (1 NC),3.84,37%,6.38,,0.93,25%,54%,0.9
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",27-9-0,4.39,43%,3.36,,0.73,38%,82%,0.0
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992",11-2-0,3.54,47%,2.81,,4.53,54%,73%,0.0
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",17-6-0,6.55,45%,4.33,,0.00,0%,75%,0.4
Islam Dulatov,http://ufcstats.com/fighter-details/e803242fb2e41112,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 02, 1998",12-1-0,8.78,54%,4.24,,2.20,100%,100%,0.0
Mitch Ramirez,http://ufcstats.com/fighter-details/e99eb0ef25885de5,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 03, 1992",8-3-0,3.51,44%,3.98,,0.59,33%,25%,0.0
Bogdan Guskov,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",18-3-0,4.17,55%,3.30,,0.00,0%,57%,1.1
Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",17-2-0,3.37,49%,3.36,,2.94,38%,62%,1.6
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",18-15-0,5.43,50%,4.92,,0.78,30%,74%,0.1
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992",20-3-0,4.43,44%,3.62,,0.48,25%,75%,0.0
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",11-7-1 (1 NC),2.20,51%,2.72,,2.05,46%,68%,0.6
Carli Judice,http://ufcstats.com/fighter-details/f1ab6f37492c630a,"5' 7""",125 lbs.,"68""",Southpaw,"Mar 02, 1999",5-2-0,10.73,52%,8.08,,0.70,25%,77%,0.0
Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",9-3-0,2.75,54%,1.98,,0.25,11%,47%,0.2
Valter Walker,http://ufcstats.com/fighter-details/f5779a2303ed76ec,"6' 6""",265 lbs.,"78""",Orthodox,"Dec 14, 1997",14-1-0,1.90,49%,2.89,,5.43,66%,0%,2.0
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",16-6-0,4.73,53%,3.28,,1.29,38%,61%,0.5
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",19-5-0 (1 NC),3.56,50%,2.00,,5.38,48%,31%,0.0
Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",15-3-0,4.44,51%,5.40,,3.31,36%,75%,0.0
Mike Davis,http://ufcstats.com/fighter-details/fb3e61720be4690c,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",12-3-0,4.73,53%,5.23,,2.40,44%,60%,0.8
Waldo Cortes-Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",14-2-0,5.61,48%,3.51,,0.37,50%,71%,0.1
Nicolle Caliari,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996",8-4-0,3.46,38%,7.01,,2.88,24%,0%,1.0
Chris Duncan,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",14-2-0,4.64,44%,4.53,,3.17,42%,50%,0.5
Nazim Sadykhov,http://ufcstats.com/fighter-details/ff62013d2fce6d13,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",11-1-1,5.55,50%,5.89,,1.29,55%,75%,0.3
Jean Matsumoto,http://ufcstats.com/fighter-details/ffd3224638c01b57,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",17-1-0,5.43,41%,5.43,,2.14,41%,53%,0.6
