fighter_name,fighter_url,height_cm,weight_kg,reach_cm,stance,dob,age,wins,losses,draws,nc,total_fights,reach_to_height_ratio,record,significant_strikes_landed_per_minute,significant_strike_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defense,takedown_average_per_15_min,takedown_accuracy,takedown_defense,submission_average_per_15_min
Kyle Nelson,31f8081c7600da93,180,70,180,Switch,1991-04-20,34,16.0,6.0,1.0,,23,1.0,16-6-1,3.51,45.0,4.72,,1.06,20.0,73.0,0.6
Esteban Ribovics,323d4ca260dfa0ba,178,70,175,Orthodox,1996-04-27,29,15.0,2.0,0.0,,17,0.9831460674157303,15-2-0,8.09,43.0,6.3,,0.39,66.0,70.0,0.2
Song Kenan,32490e80ddab1e5a,183,77,180,Orthodox,1990-03-10,35,22.0,9.0,0.0,,31,0.9836065573770492,22-9-0,4.49,46.0,5.82,,0.42,30.0,73.0,0.0
Julianna Pena,3253b16d38ae087d,168,61,175,Orthodox,1989-08-19,36,13.0,6.0,0.0,,19,1.0416666666666667,13-6-0,3.1,44.0,2.56,,1.7,54.0,24.0,0.8
Roman Dolidze,327d5f279895110d,188,84,193,Orthodox,1988-07-15,37,15.0,4.0,0.0,,19,1.0265957446808511,15-4-0,3.41,41.0,3.72,,0.99,39.0,26.0,0.8
Nathaniel Wood,329e403448756217,168,66,175,Orthodox,1993-05-08,32,21.0,6.0,0.0,,27,1.0416666666666667,21-6-0,5.66,51.0,3.89,,1.41,48.0,72.0,0.6
Steve Erceg,32ab52e5de93092d,173,57,173,Orthodox,1995-07-27,30,13.0,4.0,0.0,,17,1.0,13-4-0,4.0,45.0,3.79,,1.15,27.0,62.0,0.4
Austin Vanderford,32c3ee378671a5d9,180,77,188,Orthodox,1990-03-21,35,13.0,2.0,0.0,,15,1.0444444444444445,13-2-0,4.08,63.0,2.66,,1.77,25.0,100.0,1.8
Quang Le,32feae6d9a1e5047,168,61,178,Orthodox,1991-10-18,33,9.0,2.0,0.0,,11,1.0595238095238095,9-2-0,2.7,37.0,4.53,,3.15,35.0,100.0,0.5
Hamdy Abdelwahab,3329d692aea4dc28,188,120,183,Southpaw,1993-01-22,32,6.0,1.0,0.0,1.0,8,0.973404255319149,6-1-0 (1 NC),3.49,49.0,4.49,,1.33,66.0,100.0,0.0
Aleksandar Rakic,333b9e5c723ac873,193,93,198,Orthodox,1992-02-06,33,14.0,5.0,0.0,,19,1.0259067357512954,14-5-0,4.16,50.0,2.91,,0.66,23.0,85.0,0.1
Cory McKenna,3351aa64aa83c4d9,160,52,147,Orthodox,1999-07-11,26,8.0,4.0,0.0,,12,0.91875,8-4-0,2.94,38.0,3.68,,2.0,47.0,75.0,0.4
Kevin Borjas,34b96d52db1d26e6,165,57,173,Orthodox,1997-12-06,27,10.0,4.0,0.0,,14,1.0484848484848486,10-4-0,4.19,44.0,5.74,,0.0,0.0,71.0,0.0
Manon Fiorot,34ff304266360297,170,57,165,Orthodox,1990-02-17,35,12.0,2.0,0.0,,14,0.9705882352941176,12-2-0,5.58,41.0,3.59,,1.06,29.0,87.0,0.0
Karol Rosa,351c4ec637380ad5,165,61,170,Orthodox,1994-12-30,30,19.0,7.0,0.0,,26,1.0303030303030303,19-7-0,5.88,56.0,4.59,,1.17,48.0,70.0,0.2
Bo Nickal,35673bf5204524ee,185,84,193,Southpaw,1996-01-14,29,7.0,1.0,0.0,,8,1.0432432432432432,7-1-0,2.36,59.0,2.11,,3.34,53.0,100.0,2.9
Daniel Pineda,361d49960a196976,170,66,175,Orthodox,1985-08-06,40,28.0,17.0,0.0,3.0,48,1.0294117647058822,28-17-0 (3 NC),2.85,49.0,3.26,,1.42,24.0,54.0,1.5
Viviane Araujo,36541f1e6c5d4955,163,57,173,Orthodox,1986-11-21,38,13.0,7.0,0.0,,20,1.0613496932515338,13-7-0,3.84,47.0,4.83,,1.72,43.0,75.0,0.6
Armen Petrosyan,369ea36e450ae62a,190,84,180,Orthodox,1990-11-03,34,9.0,5.0,0.0,,14,0.9473684210526315,9-5-0,5.84,53.0,3.31,,0.17,33.0,41.0,0.0
Abus Magomedov,36b8f265bcd1b7a4,188,84,198,Orthodox,1990-09-02,35,28.0,6.0,1.0,,35,1.053191489361702,28-6-1,3.21,48.0,3.68,,2.65,57.0,100.0,0.2
Connor Matthews,36e78278a77006d4,173,66,180,Switch,1992-05-31,33,7.0,4.0,0.0,,11,1.0404624277456647,7-4-0,4.82,43.0,6.06,,3.24,55.0,46.0,0.7
Vince Morales,37098a6e6c27fb66,170,61,178,Orthodox,1990-11-12,34,16.0,10.0,0.0,,26,1.0470588235294118,16-10-0,3.57,37.0,4.0,,0.59,40.0,58.0,0.5
Mohammad Yahya,3753714927f18437,175,66,185,Switch,1994-05-23,31,12.0,6.0,0.0,,18,1.0571428571428572,12-6-0,3.5,39.0,6.39,,0.5,20.0,42.0,0.5
Roosevelt Roberts,37c5366d18ed6c05,188,70,185,Orthodox,1994-02-11,31,12.0,6.0,0.0,1.0,19,0.9840425531914894,12-6-0 (1 NC),2.84,43.0,3.1,,1.18,26.0,50.0,0.7
Nikolas Motta,37f560436d745c18,175,70,178,Orthodox,1993-02-08,32,15.0,6.0,0.0,1.0,22,1.0171428571428571,15-6-0 (1 NC),4.13,38.0,5.28,,0.0,0.0,83.0,0.0
Ivana Petrovic,38c5817ade8a8014,173,57,178,Southpaw,1994-06-11,31,7.0,3.0,0.0,,10,1.0289017341040463,7-3-0,1.91,41.0,2.05,,2.12,38.0,61.0,0.8
Damir Hadzovic,38c626ca912c7bac,175,70,178,Orthodox,1986-08-08,39,14.0,8.0,0.0,,22,1.0171428571428571,14-8-0,3.34,47.0,3.74,,0.91,54.0,34.0,0.1
Gillian Robertson,38c7f72747f4f712,165,52,160,Orthodox,1995-05-17,30,16.0,8.0,0.0,,24,0.9696969696969697,16-8-0,2.86,48.0,2.86,,2.74,40.0,41.0,0.9
Francisco Prado,3920d0cc288f9b0d,178,77,175,Orthodox,2002-06-16,23,12.0,4.0,0.0,,16,0.9831460674157303,12-4-0,4.09,43.0,4.95,,0.94,19.0,50.0,0.5
Lerone Murphy,396fe87b84ac2e1c,175,66,185,Orthodox,1991-07-22,34,17.0,0.0,1.0,,18,1.0571428571428572,17-0-1,4.48,53.0,2.51,,1.41,54.0,51.0,0.5
Tom Aspinall,399afbabc02376b5,196,116,198,Orthodox,1993-04-11,32,15.0,3.0,0.0,,18,1.010204081632653,15-3-0,8.07,67.0,2.89,,3.27,100.0,100.0,1.6
Mario Pinto,39d309957c5c210d,196,120,201,Orthodox,1998-03-14,27,10.0,0.0,0.0,,10,1.0255102040816326,10-0-0,3.67,71.0,5.29,,0.0,0.0,100.0,0.0
Kevin Holland,3a46b268013afede,190,77,206,Orthodox,1992-11-05,32,28.0,14.0,0.0,1.0,43,1.0842105263157895,28-14-0 (1 NC),4.3,50.0,3.22,,0.82,38.0,55.0,0.6
Chris Weidman,3a8176e15b9887c1,188,84,198,Orthodox,1984-06-17,41,16.0,8.0,0.0,,24,1.053191489361702,16-8-0,3.11,45.0,3.37,,3.27,42.0,72.0,0.8
Azamat Bekoev,3bc3f60b21cddc6a,183,84,183,Orthodox,1995-12-30,29,20.0,3.0,0.0,,23,1.0,20-3-0,7.59,61.0,4.48,,2.59,33.0,100.0,0.0
DongHun Choi,3be16d817b36098b,165,57,168,Switch,1999-01-02,26,9.0,0.0,0.0,,9,1.018181818181818,9-0-0,4.54,66.0,3.13,,0.46,14.0,81.0,0.0
Hailey Cowan,3c26c420584d912d,173,61,170,Southpaw,1992-02-12,33,7.0,4.0,0.0,,11,0.9826589595375722,7-4-0,2.5,42.0,2.79,,1.63,36.0,80.0,0.0
Cameron Saaiman,3c8a5200436e19f3,173,61,170,Southpaw,2000-12-20,24,9.0,3.0,0.0,,12,0.9826589595375722,9-3-0,5.3,46.0,4.14,,0.89,28.0,47.0,0.7
Sumudaerji,3cf18e01cb6cbde3,173,57,183,Southpaw,1996-01-20,29,18.0,7.0,0.0,,25,1.0578034682080926,18-7-0,4.48,52.0,2.39,,0.16,11.0,71.0,0.6
Lucie Pudilova,3cf66c62d9069f43,173,57,170,Orthodox,1994-06-13,31,14.0,10.0,0.0,,24,0.9826589595375722,14-10-0,3.6,37.0,4.07,,0.7,31.0,67.0,0.6
Ramiz Brahimaj,3d074044a33825e7,178,77,183,Orthodox,1992-11-17,32,12.0,5.0,0.0,,17,1.0280898876404494,12-5-0,2.14,45.0,3.81,,1.99,41.0,47.0,1.7
Amanda Lemos,3df5493bb279226f,163,52,165,Southpaw,1987-05-22,38,15.0,4.0,1.0,,20,1.0122699386503067,15-4-1,2.89,54.0,3.46,,1.14,62.0,59.0,0.7
Tuco Tokkos,3e8118c1ab52f211,193,93,193,Orthodox,1990-06-30,35,11.0,5.0,0.0,,16,1.0,11-5-0,2.12,40.0,4.27,,4.21,47.0,33.0,0.5
Jackson McVey,3eeec2f53cebdf12,193,84,196,Southpaw,1999-03-25,26,6.0,1.0,0.0,,7,1.0155440414507773,6-1-0,1.12,26.0,1.95,,0.0,0.0,0.0,0.0
Yizha,3f11fd1751fa83b1,170,66,180,Orthodox,1997-01-08,28,26.0,5.0,0.0,,31,1.0588235294117647,26-5-0,2.97,45.0,2.81,,3.51,30.0,54.0,1.1
Melissa Martinez,3f4c3bc822bea45d,157,52,168,Southpaw,1997-08-18,28,8.0,2.0,0.0,,10,1.070063694267516,8-2-0,3.78,47.0,5.21,,0.35,50.0,50.0,0.0
Rolando Bedoya,40a456a25d52ee65,180,70,188,Orthodox,1997-01-13,28,14.0,4.0,0.0,,18,1.0444444444444445,14-4-0,7.29,49.0,6.38,,0.0,0.0,33.0,0.0
Yazmin Jauregui,40cb680ae1cd331f,160,52,163,Orthodox,1999-02-28,26,11.0,2.0,0.0,,13,1.01875,11-2-0,6.64,39.0,5.25,,0.0,0.0,100.0,0.0
Themba Gorimbo,40f3cb27fc7305a1,185,77,196,Orthodox,1991-01-23,34,14.0,5.0,0.0,,19,1.0594594594594595,14-5-0,3.15,61.0,1.09,,4.81,65.0,82.0,0.6
Caio Borralho,4126a78111c0855a,185,84,190,Southpaw,1993-01-16,32,17.0,2.0,0.0,1.0,20,1.027027027027027,17-2-0 (1 NC),3.44,56.0,2.5,,1.28,48.0,76.0,0.4
Edmen Shahbazyan,4144798612ef96e5,188,84,190,Orthodox,1997-11-20,27,15.0,5.0,0.0,,20,1.0106382978723405,15-5-0,3.74,48.0,3.62,,1.69,37.0,66.0,0.4
Daniel Zellhuber,4148802ae4a50768,185,70,196,Switch,1999-07-07,26,15.0,3.0,0.0,,18,1.0594594594594595,15-3-0,5.83,39.0,5.91,,0.15,25.0,94.0,0.1
Hyder Amil,41cc71cbf210e0fe,175,66,178,Switch,1990-05-28,35,11.0,1.0,0.0,,12,1.0171428571428571,11-1-0,6.84,57.0,4.18,,0.77,20.0,81.0,1.2
Jailton Almeida,41e83a89929d1327,190,93,201,Orthodox,1991-06-26,34,22.0,3.0,0.0,,25,1.0578947368421052,22-3-0,2.62,65.0,0.89,,6.58,60.0,60.0,2.4
Caolan Loughran,42ac4020cba261ad,168,61,173,Orthodox,1996-05-18,29,10.0,2.0,0.0,,12,1.0297619047619047,10-2-0,4.73,42.0,5.2,,3.0,34.0,87.0,0.0
Ian Machado Garry,442c9011034ae1fd,190,77,188,Orthodox,1997-11-17,27,16.0,1.0,0.0,,17,0.9894736842105263,16-1-0,4.77,54.0,2.77,,1.02,33.0,73.0,0.4
Tatsuro Taira,4461d7e47375a895,170,57,178,Orthodox,2000-01-27,25,17.0,1.0,0.0,,18,1.0470588235294118,17-1-0,2.87,60.0,2.54,,3.21,48.0,45.0,1.7
Muslim Salikhov,447f9858ae78f921,180,77,178,Orthodox,1984-06-09,41,22.0,5.0,0.0,,27,0.9888888888888889,22-5-0,3.39,49.0,2.92,,1.08,32.0,72.0,0.0
John Yannis,450bcab0968562c4,170,66,178,Southpaw,1994-07-07,31,9.0,4.0,0.0,,13,1.0470588235294118,9-4-0,0.0,0.0,0.55,,0.0,0.0,0.0,0.0
Chris Gutierrez,45f0cc9d18f35137,175,61,170,Orthodox,1991-04-22,34,22.0,6.0,2.0,,30,0.9714285714285714,22-6-2,4.59,58.0,2.65,,0.24,25.0,70.0,0.1
Sean Brady,45f7cb591c3ab00b,178,77,183,Orthodox,1992-11-23,32,18.0,1.0,0.0,,19,1.0280898876404494,18-1-0,4.0,55.0,2.94,,3.62,54.0,86.0,0.9
Sean Woodson,4682bc59d5f55145,188,66,198,Orthodox,1992-06-07,33,13.0,2.0,1.0,,16,1.053191489361702,13-2-1,5.57,46.0,4.18,,0.58,55.0,84.0,0.3
Miles Johns,46e0d677f91bacc0,170,61,173,Orthodox,1994-03-30,31,15.0,4.0,0.0,1.0,20,1.0176470588235293,15-4-0 (1 NC),3.38,44.0,2.99,,1.29,26.0,83.0,0.0
Oumar Sy,46e2011d92463b7e,193,93,211,Orthodox,1995-11-21,29,12.0,1.0,0.0,,13,1.0932642487046633,12-1-0,3.67,48.0,1.72,,2.73,36.0,100.0,0.4
Kiefer Crosbie,4729c93ba705a3bf,180,77,178,Switch,1990-04-05,35,10.0,6.0,0.0,,16,0.9888888888888889,10-6-0,4.46,64.0,5.8,,0.0,0.0,40.0,0.0
Modestas Bukauskas,476fe566d2df676e,190,93,193,Switch,1994-02-10,31,19.0,6.0,0.0,,25,1.0157894736842106,19-6-0,3.32,43.0,3.93,,0.3,66.0,80.0,0.1
Veronica Hardy,4798e823ada58fe9,163,57,163,Southpaw,1995-10-30,29,9.0,5.0,1.0,,15,1.0,9-5-1,3.12,45.0,3.48,,0.93,41.0,55.0,0.3
Rose Namajunas,47b63240018d5d86,165,57,165,Orthodox,1992-06-29,33,15.0,7.0,0.0,,22,1.0,15-7-0,3.6,41.0,3.38,,1.49,50.0,62.0,0.4
Mairon Santos,480779d7f9a424d3,170,70,183,Orthodox,2000-06-10,25,17.0,1.0,0.0,,18,1.076470588235294,17-1-0,3.53,46.0,2.38,,0.0,0.0,50.0,0.0
Elves Brener,48a9a128784d53d1,178,70,183,Orthodox,1997-09-27,27,16.0,6.0,0.0,,22,1.0280898876404494,16-6-0,4.76,47.0,5.86,,0.99,16.0,76.0,0.0
Nursulton Ruziboev,49d2a08964c5eb11,196,84,193,Orthodox,1993-11-19,31,36.0,9.0,2.0,2.0,49,0.9846938775510204,36-9-2 (2 NC),2.59,46.0,2.89,,0.75,66.0,33.0,0.0
Brendson Ribeiro,49edd0d90f60fb7d,190,93,206,Orthodox,1996-09-08,28,17.0,9.0,0.0,1.0,27,1.0842105263157895,17-9-0 (1 NC),3.06,42.0,4.0,,0.9,42.0,18.0,0.6
Seokhyeon Ko,4a07b1988477502c,178,77,180,Southpaw,1993-09-24,31,12.0,2.0,0.0,,14,1.0112359550561798,12-2-0,2.9,52.0,2.0,,4.0,53.0,75.0,0.5
Stephen Thompson,4a28cb716c19157a,183,77,190,Orthodox,1983-02-11,42,17.0,9.0,1.0,,27,1.0382513661202186,17-9-1,4.05,46.0,3.0,,0.23,35.0,63.0,0.0
Aleksandre Topuria,4a6dff1b260bcf61,170,61,173,Orthodox,1996-01-28,29,6.0,1.0,0.0,,7,1.0176470588235293,6-1-0,2.73,51.0,2.53,,1.0,50.0,100.0,0.0
Matthew Semelsberger,4aa58269d0664b5b,185,77,190,Switch,1992-11-23,32,11.0,8.0,0.0,,19,1.027027027027027,11-8-0,3.77,42.0,4.24,,1.01,57.0,45.0,0.4
Tim Means,4b47e71384a9522f,188,77,190,Orthodox,1984-02-20,41,33.0,17.0,1.0,1.0,52,1.0106382978723405,33-17-1 (1 NC),5.04,49.0,3.65,,1.14,40.0,64.0,0.2
Michael Chandler,4b93a88f3b1de35b,173,70,180,Orthodox,1986-04-24,39,23.0,10.0,0.0,,33,1.0404624277456647,23-10-0,4.04,49.0,4.52,,1.96,41.0,61.0,0.6
Bolaji Oki,4bdedbdeedff7d1d,178,70,185,Orthodox,1995-11-15,29,10.0,3.0,0.0,,13,1.0393258426966292,10-3-0,6.59,44.0,5.15,,1.01,60.0,66.0,0.0
Jai Herbert,4c88a1db5a46c6a4,185,70,196,Orthodox,1988-05-13,37,13.0,6.0,1.0,,20,1.0594594594594595,13-6-1,3.07,40.0,3.26,,0.43,21.0,66.0,0.0
Jalin Turner,4d8fa64202cee4c1,190,70,196,Southpaw,1995-05-18,30,14.0,9.0,0.0,,23,1.0315789473684212,14-9-0,5.53,48.0,4.55,,0.77,55.0,75.0,1.1
Loma Lookboonmee,4e30e4250cb08b61,155,52,155,Orthodox,1996-01-18,29,10.0,3.0,0.0,,13,1.0,10-3-0,3.87,56.0,2.47,,2.03,51.0,73.0,0.1
Sedriques Dumas,4e6738062d469256,188,84,201,Orthodox,1995-08-06,30,10.0,3.0,0.0,,13,1.0691489361702127,10-3-0,2.1,45.0,2.5,,1.25,35.0,40.0,0.2
Herbert Burns,4f140403000158b5,175,66,185,Orthodox,1988-02-02,37,11.0,6.0,0.0,,17,1.0571428571428572,11-6-0,1.86,36.0,5.17,,2.94,34.0,66.0,1.8
Tamires Vidal,4f3064faf17aa711,168,61,173,Orthodox,1998-07-27,27,7.0,4.0,0.0,,11,1.0297619047619047,7-4-0,2.91,53.0,4.46,,0.0,0.0,35.0,0.7
Luana Santos,5078e1dacf9d25f4,168,61,170,Orthodox,2000-04-16,25,9.0,2.0,0.0,,11,1.0119047619047619,9-2-0,3.69,52.0,3.4,,1.91,50.0,83.0,1.3
Ovince Saint Preux,50db8711c70196cd,190,93,203,Southpaw,1983-04-08,42,27.0,18.0,0.0,,45,1.068421052631579,27-18-0,3.03,47.0,3.33,,1.09,36.0,67.0,0.5
Molly McCann,51018a31ddf31eb2,163,52,157,Orthodox,1990-05-04,35,14.0,8.0,0.0,,22,0.9631901840490797,14-8-0,5.28,49.0,4.65,,1.78,36.0,38.0,0.5
Michael Johnson,511e82663651438d,178,70,185,Southpaw,1986-06-04,39,25.0,19.0,0.0,,44,1.0393258426966292,25-19-0,4.28,39.0,3.79,,0.58,38.0,81.0,0.0
Drew Dober,519e4fe37ce9ff75,173,70,178,Southpaw,1988-10-19,36,27.0,15.0,0.0,1.0,43,1.0289017341040463,27-15-0 (1 NC),4.36,40.0,4.33,,0.66,17.0,56.0,0.1
Court McGee,523fa774700d7d3f,180,77,190,Orthodox,1984-12-12,40,23.0,14.0,0.0,,37,1.0555555555555556,23-14-0,4.5,36.0,3.65,,1.78,24.0,70.0,0.5
Luana Carolina,528b071cf3da7c56,168,61,175,Orthodox,1993-06-11,32,11.0,4.0,0.0,,15,1.0416666666666667,11-4-0,4.81,50.0,3.54,,0.34,37.0,74.0,0.6
Youssef Zalal,52c2ae6d2f2d2613,178,66,183,Switch,1996-09-04,29,17.0,5.0,1.0,,23,1.0280898876404494,17-5-1,3.07,50.0,1.8,,2.09,30.0,59.0,1.3
Jean Silva,52ef95b5860fb28c,170,66,175,Orthodox,1996-12-27,28,16.0,2.0,0.0,,18,1.0294117647058822,16-2-0,4.87,52.0,4.13,,0.6,50.0,86.0,0.9
Felipe Bunes,53c10176e3bc7416,170,57,175,Orthodox,1989-10-29,35,14.0,8.0,0.0,,22,1.0294117647058822,14-8-0,2.93,50.0,4.66,,1.13,22.0,40.0,2.3
Chris Curtis,5442f1bc4b47eaf3,178,77,190,Orthodox,1987-07-15,38,32.0,12.0,0.0,1.0,45,1.0674157303370786,32-12-0 (1 NC),5.98,50.0,6.19,,0.0,0.0,82.0,0.0
Jamahal Hill,5444c5a201d3ee5a,193,93,201,Southpaw,1991-05-19,34,12.0,4.0,0.0,1.0,17,1.0414507772020725,12-4-0 (1 NC),6.19,51.0,4.03,,0.0,0.0,73.0,0.0
Alexia Thainara,545092d13c67aa49,163,52,170,Orthodox,1995-11-20,29,12.0,1.0,0.0,,13,1.0429447852760736,12-1-0,5.73,40.0,2.82,,3.07,100.0,0.0,2.3
Ilia Topuria,54f64b5e283b0ce7,170,70,175,Orthodox,1997-01-21,28,17.0,0.0,0.0,,17,1.0294117647058822,17-0-0,4.81,48.0,3.83,,1.96,61.0,93.0,1.1
Aaron Pico,5537efc6e496dd84,173,66,178,Orthodox,1996-09-23,28,13.0,5.0,0.0,,18,1.0289017341040463,13-5-0,3.88,44.0,2.39,,8.96,66.0,0.0,0.0
Jeka Saragih,57186c150c645200,173,66,175,Orthodox,1995-01-01,30,14.0,5.0,0.0,,19,1.0115606936416186,14-5-0,2.75,50.0,2.82,,2.17,80.0,66.0,0.5
Irene Aldana,578ef12674df1e6a,175,61,173,Orthodox,1988-03-26,37,15.0,8.0,0.0,,23,0.9885714285714285,15-8-0,5.19,39.0,6.64,,0.15,50.0,77.0,0.2
Nate Landwehr,583ee11abddfc581,175,66,183,Orthodox,1988-06-06,37,18.0,7.0,0.0,,25,1.0457142857142858,18-7-0,5.63,45.0,5.83,,0.76,41.0,71.0,0.8
Joel Alvarez,58bbef3770bb2dfc,190,70,196,Orthodox,1993-03-02,32,22.0,3.0,0.0,,25,1.0315789473684212,22-3-0,4.51,53.0,3.32,,0.0,0.0,40.0,1.2
Michel Pereira,595db60957de51d3,185,84,185,Orthodox,1993-10-06,31,31.0,14.0,0.0,2.0,47,1.0,31-14-0 (2 NC),4.49,52.0,4.35,,1.13,52.0,76.0,0.7
Ricky Simon,5987b2458f4b5290,168,61,175,Orthodox,1992-08-31,33,22.0,6.0,0.0,,28,1.0416666666666667,22-6-0,2.93,44.0,3.72,,5.01,43.0,75.0,0.3
Morgan Charriere,5b03b61f9d90125e,173,66,175,Orthodox,1995-10-26,29,21.0,11.0,1.0,,33,1.0115606936416186,21-11-1,4.08,50.0,4.54,,2.11,46.0,83.0,0.3
Ludovit Klein,5b86d491d63890c5,170,70,183,Southpaw,1995-02-22,30,23.0,5.0,1.0,,29,1.076470588235294,23-5-1,3.57,52.0,3.34,,1.52,51.0,76.0,0.0
Jamey-Lyn Horth,5c637af9472ae7cc,170,57,168,Orthodox,1990-03-30,35,8.0,2.0,0.0,,10,0.9882352941176471,8-2-0,3.52,54.0,2.55,,1.2,42.0,76.0,0.2
Cameron Smotherman,5c84f673b7bb7c15,175,61,175,Orthodox,1997-09-17,27,12.0,6.0,0.0,,18,1.0,12-6-0,4.07,37.0,3.52,,0.0,0.0,62.0,0.0
Felipe dos Santos,5cdf5339728f580d,170,57,178,Orthodox,2000-09-11,24,8.0,3.0,0.0,1.0,12,1.0470588235294118,8-3-0 (1 NC),3.75,39.0,3.8,,0.0,0.0,20.0,0.5
Manel Kape,5d1b7e3dd9e11074,165,57,173,Southpaw,1993-11-14,31,21.0,7.0,0.0,,28,1.0484848484848486,21-7-0,5.04,55.0,4.05,,0.42,30.0,81.0,0.3
Francis Marshall,5d495dec23d7c68e,175,66,183,Orthodox,1999-03-03,26,8.0,3.0,0.0,,11,1.0457142857142858,8-3-0,3.46,33.0,4.1,,2.75,44.0,66.0,0.4
Gabe Green,5eb50529a8418b77,178,70,185,Switch,1993-05-02,32,12.0,5.0,0.0,,17,1.0393258426966292,12-5-0,5.6,45.0,6.19,,0.71,50.0,50.0,0.5
Christian Rodriguez,5ec591b78349ba7e,170,66,180,Orthodox,1997-12-17,27,12.0,4.0,0.0,,16,1.0588235294117647,12-4-0,3.85,50.0,2.85,,1.75,40.0,67.0,1.1
Edgar Chairez,5ef94841c4bc3f86,170,57,180,Orthodox,1996-01-27,29,12.0,6.0,0.0,1.0,19,1.0588235294117647,12-6-0 (1 NC),3.44,44.0,5.08,,0.0,0.0,33.0,1.7
Andre Petroski,5f61780fe5e9b6d0,183,84,185,Switch,1991-06-12,34,13.0,5.0,0.0,,18,1.010928961748634,13-5-0,2.82,49.0,2.75,,3.21,51.0,86.0,1.3
John Castaneda,5fa2974cbd18e05c,168,61,180,Switch,1991-12-18,33,21.0,8.0,0.0,,29,1.0714285714285714,21-8-0,4.42,50.0,4.94,,1.68,37.0,73.0,0.1
Kyler Phillips,60425d07ef4b91a7,173,61,183,Orthodox,1995-06-12,30,12.0,4.0,0.0,,16,1.0578034682080926,12-4-0,5.04,42.0,3.83,,2.31,45.0,75.0,0.4
Jake Hadley,60a42bf82447c919,170,61,178,Southpaw,1996-08-03,29,11.0,4.0,0.0,,15,1.0470588235294118,11-4-0,3.8,43.0,4.16,,0.33,11.0,54.0,1.1
Marcin Prachnio,6370c1c1e12723d5,190,93,185,Orthodox,1988-07-14,37,17.0,9.0,0.0,,26,0.9736842105263158,17-9-0,5.52,54.0,3.15,,0.14,20.0,53.0,0.0
Zygimantas Ramaska,641ca2c2ed91b93c,180,66,180,Orthodox,1996-12-27,28,9.0,3.0,0.0,,12,1.0,9-3-0,0.96,60.0,2.25,,0.0,0.0,33.0,2.4
Edson Barboza,64a50dad704d1d49,180,70,190,Orthodox,1986-01-21,39,24.0,13.0,0.0,,37,1.0555555555555556,24-13-0,4.14,44.0,4.6,,0.43,50.0,73.0,0.1
Ivan Erslan,64ad3e3b0efa30bb,188,93,183,Orthodox,1991-11-15,33,14.0,5.0,0.0,1.0,20,0.973404255319149,14-5-0 (1 NC),2.5,44.0,5.17,,0.5,20.0,64.0,0.0
Eric Nolan,64b12fe31be7560c,188,84,188,Orthodox,1997-09-13,27,8.0,4.0,0.0,,12,1.0,8-4-0,3.14,39.0,5.13,,0.0,0.0,71.0,0.0
Cesar Almeida,64d47ef881a437a4,185,84,188,Orthodox,1988-03-28,37,7.0,1.0,0.0,,8,1.0162162162162163,7-1-0,4.16,58.0,2.32,,0.0,0.0,60.0,0.3
Punahele Soriano,64facb6cc564262d,180,77,183,Southpaw,1992-11-22,32,11.0,4.0,0.0,,15,1.0166666666666666,11-4-0,5.0,53.0,3.88,,1.47,56.0,37.0,0.0
Ariane da Silva,6551c64fbcd1a467,168,57,170,Orthodox,1994-01-26,31,17.0,11.0,0.0,,28,1.0119047619047619,17-11-0,4.05,41.0,4.4,,0.47,38.0,68.0,0.3
Jafel Filho,65adf3856c4d9256,170,57,173,Orthodox,1993-05-05,32,16.0,4.0,0.0,,20,1.0176470588235293,16-4-0,1.92,41.0,1.63,,2.45,42.0,66.0,2.1
Cory Sandhagen,65f09bacd3957381,180,61,178,Switch,1992-04-20,33,18.0,5.0,0.0,,23,0.9888888888888889,18-5-0,5.06,45.0,3.34,,1.28,34.0,63.0,0.3
Erin Blanchfield,669970f7feba8ecd,163,57,168,Orthodox,1999-05-04,26,13.0,2.0,0.0,,15,1.030674846625767,13-2-0,5.24,44.0,4.21,,1.86,31.0,80.0,0.8
